facility_id,datetime,value,data_source,poll,unit
C1400170,2019-06-12,2298.72060393022,tw_epa,nox,kg
C1400170,2019-06-13,2618.881073886179,tw_epa,nox,kg
C1400170,2019-06-14,2914.810295229033,tw_epa,nox,kg
C1400170,2019-06-15,2889.535872450356,tw_epa,nox,kg
C1400170,2019-06-16,2889.898137680459,tw_epa,nox,kg
C1400170,2019-06-17,2821.133483940097,tw_epa,nox,kg
C1400170,2019-06-18,2776.29098024951,tw_epa,nox,kg
C1400170,2019-06-19,2809.727227046196,tw_epa,nox,kg
C1400170,2019-06-20,4005.637440989431,tw_epa,nox,kg
C1400170,2019-06-21,4027.793400759602,tw_epa,nox,kg
C1400170,2019-06-22,2683.25756425821,tw_epa,nox,kg
C1400170,2019-06-23,2662.202244423713,tw_epa,nox,kg
C1400170,2019-06-24,2850.42498766158,tw_epa,nox,kg
C1400170,2019-06-25,3473.787924695061,tw_epa,nox,kg
C1400170,2019-06-26,3175.568095183347,tw_epa,nox,kg
C1400170,2019-06-27,3576.523201844296,tw_epa,nox,kg
C1400170,2019-06-28,2065.095611159541,tw_epa,nox,kg
C1400170,2019-06-29,2838.146296893146,tw_epa,nox,kg
C1400170,2019-06-30,2843.870643398632,tw_epa,nox,kg
C1400170,2019-07-01,3715.232203772122,tw_epa,nox,kg
C1400170,2019-07-02,3441.413665734255,tw_epa,nox,kg
C1400170,2019-07-03,2809.515322329714,tw_epa,nox,kg
C1400170,2019-07-04,2728.994166413613,tw_epa,nox,kg
C1400170,2019-07-05,2817.276804486153,tw_epa,nox,kg
C1400170,2019-07-06,2445.780691669175,tw_epa,nox,kg
C1400170,2019-07-08,1946.2655376985729,tw_epa,nox,kg
C1400170,2019-07-09,2772.506351676281,tw_epa,nox,kg
C1400170,2019-07-10,2774.337016082994,tw_epa,nox,kg
C1400170,2019-07-11,2802.598667197368,tw_epa,nox,kg
C1400170,2019-07-12,2938.569578153967,tw_epa,nox,kg
C1400170,2019-07-13,2892.375061779738,tw_epa,nox,kg
C1400170,2019-07-14,2981.377722523958,tw_epa,nox,kg
C1400170,2019-07-15,6870.841459451249,tw_epa,nox,kg
C1400170,2019-07-16,6160.257652253067,tw_epa,nox,kg
C1400170,2019-07-17,7239.944464417384,tw_epa,nox,kg
C1400170,2019-07-18,4703.418150843968,tw_epa,nox,kg
C1400170,2019-07-19,2693.360163749023,tw_epa,nox,kg
C1400170,2019-07-20,2227.514371079729,tw_epa,nox,kg
C1400170,2019-07-21,2793.021166441481,tw_epa,nox,kg
C1400170,2019-07-22,2753.031047109789,tw_epa,nox,kg
C1400170,2019-07-23,3378.421577178544,tw_epa,nox,kg
C1400170,2019-07-24,2711.2091594935,tw_epa,nox,kg
C1400170,2019-07-25,2703.894929471949,tw_epa,nox,kg
C1400170,2019-07-26,2792.137074247545,tw_epa,nox,kg
C1400170,2019-07-27,3018.081584508199,tw_epa,nox,kg
C1400170,2019-07-28,2773.289013120646,tw_epa,nox,kg
C1400170,2019-07-29,2782.975766590677,tw_epa,nox,kg
C1400170,2019-07-30,2858.0285496125302,tw_epa,nox,kg
C1400170,2019-07-31,2831.103174414164,tw_epa,nox,kg
C1400170,2019-08-01,5452.92637466415,tw_epa,nox,kg
C1400170,2019-08-02,2806.798981180552,tw_epa,nox,kg
C1400170,2019-08-03,2771.279261637139,tw_epa,nox,kg
C1400170,2019-08-04,2759.827299298273,tw_epa,nox,kg
C1400170,2019-08-05,2744.196350060155,tw_epa,nox,kg
C1400170,2019-08-06,3359.147532094342,tw_epa,nox,kg
C1400170,2019-08-07,1850.682903072765,tw_epa,nox,kg
C1400170,2019-08-08,2836.996638975666,tw_epa,nox,kg
C1400170,2019-08-09,2882.346158185212,tw_epa,nox,kg
C1400170,2019-08-10,2897.057086668312,tw_epa,nox,kg
C1400170,2019-08-11,2875.63012730313,tw_epa,nox,kg
C1400170,2019-08-12,2850.677012478545,tw_epa,nox,kg
C1400170,2019-08-13,2955.821571272499,tw_epa,nox,kg
C1400170,2019-08-14,3416.985064820598,tw_epa,nox,kg
C1400170,2019-08-15,2815.065432780472,tw_epa,nox,kg
C1400170,2019-08-16,3465.419712199452,tw_epa,nox,kg
C1400170,2019-08-17,2681.937496281289,tw_epa,nox,kg
C1400170,2019-08-18,2510.2383090162866,tw_epa,nox,kg
C1400170,2019-08-19,2228.9346084692793,tw_epa,nox,kg
C1400170,2019-08-20,1482.9757530838808,tw_epa,nox,kg
C1400170,2019-08-21,1898.9939207961852,tw_epa,nox,kg
C1400170,2019-08-22,1943.5395935729396,tw_epa,nox,kg
C1400170,2019-08-23,2489.537317631034,tw_epa,nox,kg
C1400170,2019-08-24,2905.035628584779,tw_epa,nox,kg
C1400170,2019-08-25,2917.230577152626,tw_epa,nox,kg
C1400170,2019-08-26,2507.643228684275,tw_epa,nox,kg
C1400170,2019-08-27,1436.7741755412346,tw_epa,nox,kg
C1400170,2019-08-28,2807.837319103724,tw_epa,nox,kg
C1400170,2019-08-29,6282.724514490585,tw_epa,nox,kg
C1400170,2019-08-30,5407.384873256394,tw_epa,nox,kg
C1400170,2019-08-31,5526.3927385934385,tw_epa,nox,kg
C1400170,2019-09-01,5587.403775025371,tw_epa,nox,kg
C1400170,2019-09-02,5209.584897550859,tw_epa,nox,kg
C1400170,2019-09-03,5004.970007422607,tw_epa,nox,kg
C1400170,2019-09-04,4495.112531657055,tw_epa,nox,kg
C1400170,2019-09-05,2971.460585193638,tw_epa,nox,kg
C1400170,2019-09-06,3257.96085907679,tw_epa,nox,kg
C1400170,2019-09-07,2959.704713091865,tw_epa,nox,kg
C1400170,2019-09-08,2970.319698248329,tw_epa,nox,kg
C1400170,2019-09-09,3347.0726937635723,tw_epa,nox,kg
C1400170,2019-09-10,2933.459635334829,tw_epa,nox,kg
C1400170,2019-09-11,3651.001996290708,tw_epa,nox,kg
C1400170,2019-09-12,2599.2365248588803,tw_epa,nox,kg
C1400170,2019-09-13,1449.4961033588131,tw_epa,nox,kg
C1400170,2019-09-14,1447.3320722075823,tw_epa,nox,kg
C1400170,2019-09-15,2303.7059831559245,tw_epa,nox,kg
C1400170,2019-09-16,2958.95258029859,tw_epa,nox,kg
C1400170,2019-09-17,2112.2176643394323,tw_epa,nox,kg
C1400170,2019-09-18,1412.8862673580675,tw_epa,nox,kg
C1400170,2019-09-19,980.7277775945016,tw_epa,nox,kg
C1400170,2019-09-20,355.1685438627561,tw_epa,nox,kg
C1400170,2019-09-21,1433.768572129263,tw_epa,nox,kg
C1400170,2019-09-22,1444.9416718996285,tw_epa,nox,kg
C1400170,2019-09-23,1427.8373191551616,tw_epa,nox,kg
C1400170,2019-09-24,1329.392783007659,tw_epa,nox,kg
C1400170,2019-09-25,1394.6076133340164,tw_epa,nox,kg
C1400170,2019-09-26,1951.9922486979729,tw_epa,nox,kg
C1400170,2019-09-27,383.1407462724841,tw_epa,nox,kg
C1400170,2019-09-29,321.5297976257126,tw_epa,nox,kg
C1400170,2019-09-30,1376.38875321314,tw_epa,nox,kg
C1400170,2019-10-01,2511.070375419154,tw_epa,nox,kg
C1400170,2019-10-02,3509.249411365715,tw_epa,nox,kg
C1400170,2019-10-03,6574.659926417829,tw_epa,nox,kg
C1400170,2019-10-04,5020.66416669485,tw_epa,nox,kg
C1400170,2019-10-05,3705.298639062088,tw_epa,nox,kg
C1400170,2019-10-06,2902.7083981333963,tw_epa,nox,kg
C1400170,2019-10-07,2679.466301685236,tw_epa,nox,kg
C1400170,2019-10-08,4823.610306252889,tw_epa,nox,kg
C1400170,2019-10-09,4369.45568136356,tw_epa,nox,kg
C1400170,2019-10-10,3405.8162805460524,tw_epa,nox,kg
C1400170,2019-10-11,1493.61890985001,tw_epa,nox,kg
C1400170,2019-10-12,1527.725903020586,tw_epa,nox,kg
C1400170,2019-10-13,1646.656843623226,tw_epa,nox,kg
C1400170,2019-10-14,1679.6141545556525,tw_epa,nox,kg
C1400170,2019-10-15,3730.0932660205763,tw_epa,nox,kg
C1400170,2019-10-16,1694.929017443817,tw_epa,nox,kg
C1400170,2019-10-17,1577.5723814879575,tw_epa,nox,kg
C1400170,2019-10-18,1597.9466676989678,tw_epa,nox,kg
C1400170,2019-10-19,1596.9153261081992,tw_epa,nox,kg
C1400170,2019-10-20,1864.676770999565,tw_epa,nox,kg
C1400170,2019-10-21,2975.195901499539,tw_epa,nox,kg
C1400170,2019-10-22,2555.4700344454654,tw_epa,nox,kg
C1400170,2019-10-23,1708.2258650395465,tw_epa,nox,kg
C1400170,2019-10-24,3168.016253487373,tw_epa,nox,kg
C1400170,2019-10-25,3306.283653895266,tw_epa,nox,kg
C1400170,2019-10-26,3408.631959295709,tw_epa,nox,kg
C1400170,2019-10-27,4093.4028658501597,tw_epa,nox,kg
C1400170,2019-10-28,5138.658948360921,tw_epa,nox,kg
C1400170,2019-10-29,4595.715747049352,tw_epa,nox,kg
C1400170,2019-10-30,3411.044203921185,tw_epa,nox,kg
C1400170,2019-10-31,3064.833313693622,tw_epa,nox,kg
C1400170,2019-11-01,3300.071216256436,tw_epa,nox,kg
C1400170,2019-11-02,2902.73892780006,tw_epa,nox,kg
C1400170,2019-11-03,2865.788277555935,tw_epa,nox,kg
C1400170,2019-11-04,2497.206836722774,tw_epa,nox,kg
C1400170,2019-11-05,1828.918145332044,tw_epa,nox,kg
C1400170,2019-11-06,2487.2048220370903,tw_epa,nox,kg
C1400170,2019-11-07,2050.2908362148123,tw_epa,nox,kg
C1400170,2019-11-08,1634.307312665122,tw_epa,nox,kg
C1400170,2019-11-09,1724.5245775349129,tw_epa,nox,kg
C1400170,2019-11-10,1941.4337372135678,tw_epa,nox,kg
C1400170,2019-11-11,3282.452709722899,tw_epa,nox,kg
C1400170,2019-11-12,3374.138862230315,tw_epa,nox,kg
C1400170,2019-11-13,3744.579268033368,tw_epa,nox,kg
C1400170,2019-11-14,3029.997248990266,tw_epa,nox,kg
C1400170,2019-11-15,3385.034944607059,tw_epa,nox,kg
C1400170,2019-11-16,4425.346229233266,tw_epa,nox,kg
C1400170,2019-11-17,6184.4733189094195,tw_epa,nox,kg
C1400170,2019-11-18,5030.019928246934,tw_epa,nox,kg
C1400170,2019-11-19,5806.122178677785,tw_epa,nox,kg
C1400170,2019-11-20,6799.658766300767,tw_epa,nox,kg
C1400170,2019-11-21,6943.87553366246,tw_epa,nox,kg
C1400170,2019-11-22,4058.667905821499,tw_epa,nox,kg
C1400170,2019-11-23,8427.123974016937,tw_epa,nox,kg
C1400170,2019-11-24,7193.253613446113,tw_epa,nox,kg
C1400170,2019-11-25,11007.664011771165,tw_epa,nox,kg
C1400170,2019-11-26,8748.171700743034,tw_epa,nox,kg
C1400170,2019-11-27,6678.195746154316,tw_epa,nox,kg
C1400170,2019-11-28,3736.888377768536,tw_epa,nox,kg
C1400170,2019-11-29,2541.084881747417,tw_epa,nox,kg
C1400170,2019-11-30,12295.084356506331,tw_epa,nox,kg
C1400170,2019-12-01,10501.095240706887,tw_epa,nox,kg
C1400170,2019-12-02,10012.499851953698,tw_epa,nox,kg
C1400170,2019-12-03,12151.508393430118,tw_epa,nox,kg
C1400170,2019-12-04,6567.312485329267,tw_epa,nox,kg
C1400170,2019-12-05,6556.860555328939,tw_epa,nox,kg
C1400170,2019-12-06,2943.373750324537,tw_epa,nox,kg
C1400170,2019-12-07,10353.937531660527,tw_epa,nox,kg
C1400170,2019-12-08,12124.795737779901,tw_epa,nox,kg
C1400170,2019-12-09,11712.026883692015,tw_epa,nox,kg
C1400170,2019-12-10,10700.664418346572,tw_epa,nox,kg
C1400170,2019-12-11,2614.494951724574,tw_epa,nox,kg
C1400170,2019-12-12,5437.63291307363,tw_epa,nox,kg
C1400170,2019-12-13,8161.254191914294,tw_epa,nox,kg
C1400170,2019-12-14,8261.052146303851,tw_epa,nox,kg
C1400170,2019-12-15,7556.875659472262,tw_epa,nox,kg
C1400170,2019-12-16,10088.023949587925,tw_epa,nox,kg
C1400170,2019-12-17,8539.61288225363,tw_epa,nox,kg
C1400170,2019-12-18,7072.492815386456,tw_epa,nox,kg
C1400170,2019-12-19,9125.642404282142,tw_epa,nox,kg
C1400170,2019-12-20,9621.979217913025,tw_epa,nox,kg
C1400170,2019-12-21,7004.87469514214,tw_epa,nox,kg
C1400170,2019-12-22,10987.005987491233,tw_epa,nox,kg
C1400170,2019-12-23,7142.171531459324,tw_epa,nox,kg
C1400170,2019-12-24,9098.275531243566,tw_epa,nox,kg
C1400170,2019-12-25,3081.792293593576,tw_epa,nox,kg
C1400170,2019-12-26,4205.32699912436,tw_epa,nox,kg
C1400170,2019-12-27,3623.160598212947,tw_epa,nox,kg
C1400170,2019-12-28,2611.0665027559876,tw_epa,nox,kg
C1400170,2019-12-29,2955.192949142424,tw_epa,nox,kg
C1400170,2019-12-30,7946.571636814807,tw_epa,nox,kg
C1400170,2019-12-31,4666.758880444175,tw_epa,nox,kg
C1400170,2020-01-01,3982.719217009244,tw_epa,nox,kg
C1400170,2020-01-02,2207.807917089171,tw_epa,nox,kg
C1400170,2020-01-03,3183.427139052592,tw_epa,nox,kg
C1400170,2020-01-04,3044.682758226931,tw_epa,nox,kg
C1400170,2020-01-05,5376.727962719965,tw_epa,nox,kg
C1400170,2020-01-06,3804.779575724216,tw_epa,nox,kg
C1400170,2020-01-07,4735.674283738816,tw_epa,nox,kg
C1400170,2020-01-08,3418.368703314787,tw_epa,nox,kg
C1400170,2020-01-09,3465.735783946077,tw_epa,nox,kg
C1400170,2020-01-10,3823.903968043718,tw_epa,nox,kg
C1400170,2020-01-11,3353.314839795769,tw_epa,nox,kg
C1400170,2020-01-12,2654.8734781710955,tw_epa,nox,kg
C1400170,2020-01-13,3527.210840460867,tw_epa,nox,kg
C1400170,2020-01-14,3340.933198479485,tw_epa,nox,kg
C1400170,2020-01-15,3634.233041993172,tw_epa,nox,kg
C1400170,2020-01-16,4491.21203717882,tw_epa,nox,kg
C1400170,2020-01-17,3162.539868069643,tw_epa,nox,kg
C1400170,2020-01-18,3223.728353171917,tw_epa,nox,kg
C1400170,2020-01-19,1571.347419249834,tw_epa,nox,kg
C1400170,2020-01-20,2462.445708437598,tw_epa,nox,kg
C1400170,2020-01-21,3353.112698474343,tw_epa,nox,kg
C1400170,2020-01-22,3429.543625650735,tw_epa,nox,kg
C1400170,2020-01-23,3216.920955526353,tw_epa,nox,kg
C1400170,2020-01-24,3724.086606362557,tw_epa,nox,kg
C1400170,2020-01-25,3523.760695861633,tw_epa,nox,kg
C1400170,2020-01-26,3824.156111365985,tw_epa,nox,kg
C1400170,2020-01-27,2985.301353514911,tw_epa,nox,kg
C1400170,2020-01-28,3184.721211830213,tw_epa,nox,kg
C1400170,2020-01-29,3108.754080237917,tw_epa,nox,kg
C1400170,2020-01-30,3013.343188638373,tw_epa,nox,kg
C1400170,2020-01-31,3092.849718204729,tw_epa,nox,kg
C1400170,2020-02-01,3126.267992556519,tw_epa,nox,kg
C1400170,2020-02-02,960.570135112164,tw_epa,nox,kg
C1400170,2020-02-03,2265.473276631223,tw_epa,nox,kg
C1400170,2020-02-04,2865.130318237224,tw_epa,nox,kg
C1400170,2020-02-05,2975.405121814426,tw_epa,nox,kg
C1400170,2020-02-06,2998.798440384764,tw_epa,nox,kg
C1400170,2020-02-07,3074.287343184703,tw_epa,nox,kg
C1400170,2020-02-08,3024.412095469248,tw_epa,nox,kg
C1400170,2020-02-09,3037.741349283663,tw_epa,nox,kg
C1400170,2020-02-10,3030.55519490073,tw_epa,nox,kg
C1400170,2020-02-11,2940.643335234497,tw_epa,nox,kg
C1400170,2020-02-12,2928.661960387695,tw_epa,nox,kg
C1400170,2020-02-13,3977.684832564474,tw_epa,nox,kg
C1400170,2020-02-14,4409.06810053859,tw_epa,nox,kg
C1400170,2020-02-15,2799.275284330586,tw_epa,nox,kg
C1400170,2020-02-16,2978.880136254191,tw_epa,nox,kg
C1400170,2020-02-17,3086.868822619593,tw_epa,nox,kg
C1400170,2020-02-18,3078.993826678595,tw_epa,nox,kg
C1400170,2020-02-19,2845.778414228234,tw_epa,nox,kg
C1400170,2020-02-20,4211.8483072441495,tw_epa,nox,kg
C1400170,2020-02-21,2501.363484505254,tw_epa,nox,kg
C1400170,2020-02-22,2463.863609108386,tw_epa,nox,kg
C1400170,2020-02-23,2511.359539733557,tw_epa,nox,kg
C1400170,2020-02-24,2550.328133186322,tw_epa,nox,kg
C1400170,2020-02-25,4159.228770597712,tw_epa,nox,kg
C1400170,2020-02-26,2747.015489122686,tw_epa,nox,kg
C1400170,2020-02-27,2613.288596611214,tw_epa,nox,kg
C1400170,2020-02-28,1282.971561461912,tw_epa,nox,kg
C1400170,2020-02-29,1263.4411523826316,tw_epa,nox,kg
C1400170,2020-03-01,1237.1173520700945,tw_epa,nox,kg
C1400170,2020-03-02,1212.023165599321,tw_epa,nox,kg
C1400170,2020-03-03,1188.1296101943565,tw_epa,nox,kg
C1400170,2020-03-04,1200.729624232054,tw_epa,nox,kg
C1400170,2020-03-05,1390.2801604619895,tw_epa,nox,kg
C1400170,2020-03-06,1199.1520280291445,tw_epa,nox,kg
C1400170,2020-03-07,1213.2745741882745,tw_epa,nox,kg
C1400170,2020-03-08,1209.4001187005604,tw_epa,nox,kg
C1400170,2020-03-09,1189.8303261257208,tw_epa,nox,kg
C1400170,2020-03-10,1172.7537668457403,tw_epa,nox,kg
C1400170,2020-03-11,1204.728909754028,tw_epa,nox,kg
C1400170,2020-03-12,1774.2211010454837,tw_epa,nox,kg
C1400170,2020-03-13,2241.540243605476,tw_epa,nox,kg
C1400170,2020-03-14,2652.658575830942,tw_epa,nox,kg
C1400170,2020-03-15,2674.064894404997,tw_epa,nox,kg
C1400170,2020-03-16,2595.942359573913,tw_epa,nox,kg
C1400170,2020-03-17,2580.036025923029,tw_epa,nox,kg
C1400170,2020-03-18,2714.031660133608,tw_epa,nox,kg
C1400170,2020-03-19,3174.672267512306,tw_epa,nox,kg
C1400170,2020-03-20,2781.688682296407,tw_epa,nox,kg
C1400170,2020-03-21,2827.983435075663,tw_epa,nox,kg
C1400170,2020-03-22,2854.140078843117,tw_epa,nox,kg
C1400170,2020-03-23,2866.133579107318,tw_epa,nox,kg
C1400170,2020-03-24,2834.534911046474,tw_epa,nox,kg
C1400170,2020-03-25,2826.151204411478,tw_epa,nox,kg
C1400170,2020-03-26,3277.773623624476,tw_epa,nox,kg
C1400170,2020-03-27,2677.084627721362,tw_epa,nox,kg
C1400170,2020-03-28,2894.321808426213,tw_epa,nox,kg
C1400170,2020-03-29,2859.948753362778,tw_epa,nox,kg
C1400170,2020-03-30,2938.605306562767,tw_epa,nox,kg
C1400170,2020-03-31,2947.0254114639474,tw_epa,nox,kg
C1400170,2020-04-01,1836.1336133527543,tw_epa,nox,kg
C1400170,2020-04-02,1753.1074892415916,tw_epa,nox,kg
C1400170,2020-04-03,1741.8042899592149,tw_epa,nox,kg
C1400170,2020-04-04,1770.4941484708638,tw_epa,nox,kg
C1400170,2020-04-05,1739.1801976923505,tw_epa,nox,kg
C1400170,2020-04-06,1728.3552992335842,tw_epa,nox,kg
C1400170,2020-04-07,1654.164178018918,tw_epa,nox,kg
C1400170,2020-04-08,1641.5864679971073,tw_epa,nox,kg
C1400170,2020-04-09,1647.126921831476,tw_epa,nox,kg
C1400170,2020-04-10,1669.6680934166773,tw_epa,nox,kg
C1400170,2020-04-11,1704.002611073012,tw_epa,nox,kg
C1400170,2020-04-12,1681.102454222359,tw_epa,nox,kg
C1400170,2020-04-13,1708.9463951833516,tw_epa,nox,kg
C1400170,2020-04-14,1698.4359995282557,tw_epa,nox,kg
C1400170,2020-04-15,1665.9492719871287,tw_epa,nox,kg
C1400170,2020-04-16,1647.4542680960699,tw_epa,nox,kg
C1400170,2020-04-17,1616.0454487314526,tw_epa,nox,kg
C1400170,2020-04-18,1552.2444386311754,tw_epa,nox,kg
C1400170,2020-04-19,1549.491260794266,tw_epa,nox,kg
C1400170,2020-04-20,1619.7560559024432,tw_epa,nox,kg
C1400170,2020-04-21,1626.5272546021804,tw_epa,nox,kg
C1400170,2020-04-22,1796.9045663487454,tw_epa,nox,kg
C1400170,2020-04-23,1675.7313584126516,tw_epa,nox,kg
C1400170,2020-04-24,1774.7896848739447,tw_epa,nox,kg
C1400170,2020-04-25,1903.7427238243083,tw_epa,nox,kg
C1400170,2020-04-26,2042.1283652238594,tw_epa,nox,kg
C1400170,2020-04-27,1227.5062889269184,tw_epa,nox,kg
C1400170,2020-04-28,1167.354029591451,tw_epa,nox,kg
C1400170,2020-04-29,1220.6942417062435,tw_epa,nox,kg
C1400170,2020-04-30,1268.6089766053042,tw_epa,nox,kg
C1400170,2020-05-01,1286.5932093152373,tw_epa,nox,kg
C1400170,2020-05-02,1281.3436686624225,tw_epa,nox,kg
C1400170,2020-05-03,1385.3704678766644,tw_epa,nox,kg
C1400170,2020-05-04,1257.3605075899882,tw_epa,nox,kg
C1400170,2020-05-05,1464.8836115566162,tw_epa,nox,kg
C1400170,2020-05-06,1327.3282729279376,tw_epa,nox,kg
C1400170,2020-05-07,1474.6533622830166,tw_epa,nox,kg
C1400170,2020-05-08,1808.9787201917197,tw_epa,nox,kg
C1400170,2020-05-09,1255.3273455641854,tw_epa,nox,kg
